163 1675676489 0,600000 -1,000000 -101,000000 0,000000 0,000000
163 1675676490 0,600000 -1,000000 -101,000000 0,000000 0,000000
163 1675676491 0,600000 -1,000000 -101,000000 0,000000 0,000000
163 1675676492 0,600000 -1,000000 -101,000000 0,000000 0,000000
163 1675676493 0,600000 -1,000000 -101,000000 0,000000 0,000000
163 1675676499 1,200000 -1,000000 -101,000000 0,000000 0,000000
163 1675676500 1,200000 -1,000000 -101,000000 0,000000 0,000000
163 1675676501 1,200000 -1,000000 -101,000000 0,000000 0,000000
182 1675676499 0,600000 -1,000000 -101,000000 0,000000 0,000000
182 1675676500 0,600000 -1,000000 -101,000000 0,000000 0,000000
182 1675676501 0,600000 -1,000000 -101,000000 0,000000 0,000000
163 1675676502 1,200000 -1,000000 -101,000000 0,000000 0,000000
163 1675676503 1,200000 -1,000000 -101,000000 0,000000 0,000000
163 1675676504 1,800000 -1,000000 -101,000000 0,000000 0,000000
163 1675676505 1,800000 -1,000000 -101,000000 0,000000 0,000000
163 1675676506 1,800000 -1,000000 -101,000000 0,000000 0,000000
182 1675676502 0,600000 -1,000000 -101,000000 0,000000 0,000000
182 1675676503 0,600000 -1,000000 -101,000000 0,000000 0,000000
182 1675676504 1,200000 -1,000000 -101,000000 0,000000 0,000000
182 1675676505 1,200000 -1,000000 -101,000000 0,000000 0,000000
182 1675676506 1,200000 -1,000000 -101,000000 0,000000 0,000000
163 1675676507 1,800000 -1,000000 -101,000000 0,000000 0,000000
163 1675676508 1,800000 -1,000000 -101,000000 0,000000 0,000000
163 1675676509 0,400000 -1,000000 -101,000000 0,000000 0,000000
163 1675676510 0,400000 -1,000000 -101,000000 0,000000 0,000000
163 1675676511 0,400000 -1,000000 -101,000000 0,000000 0,000000
182 1675676507 1,200000 -1,000000 -101,000000 0,000000 0,000000
182 1675676508 1,200000 -1,000000 -101,000000 0,000000 0,000000
182 1675676509 1,200000 -1,000000 -101,000000 0,000000 0,000000
182 1675676510 1,200000 -1,000000 -101,000000 0,000000 0,000000
182 1675676511 1,200000 -1,000000 -101,000000 0,000000 0,000000
163 1675676512 0,400000 -1,000000 -101,000000 0,000000 0,000000
163 1675676513 0,400000 -1,000000 -101,000000 0,000000 0,000000
163 1675676514 0,800000 -1,000000 -101,000000 0,000000 0,000000
163 1675676515 0,800000 -1,000000 -101,000000 0,000000 0,000000
163 1675676516 0,800000 -1,000000 -101,000000 0,000000 0,000000
182 1675676512 1,200000 -1,000000 -101,000000 0,000000 0,000000
182 1675676513 1,200000 -1,000000 -101,000000 0,000000 0,000000
182 1675676514 0,800000 -1,000000 -101,000000 0,000000 0,000000
182 1675676515 0,800000 -1,000000 -101,000000 0,000000 0,000000
182 1675676516 0,800000 -1,000000 -101,000000 0,000000 0,000000
163 1675676517 0,800000 -1,000000 -101,000000 0,000000 0,000000
163 1675676518 0,800000 -1,000000 -101,000000 0,000000 0,000000
163 1675676519 1,400000 -1,000000 -101,000000 0,000000 0,000000
163 1675676520 1,400000 -1,000000 -101,000000 0,000000 0,000000
163 1675676521 1,400000 -1,000000 -101,000000 0,000000 0,000000
182 1675676517 0,800000 -1,000000 -101,000000 0,000000 0,000000
182 1675676518 0,800000 -1,000000 -101,000000 0,000000 0,000000
182 1675676519 0,800000 -1,000000 -101,000000 0,000000 0,000000
182 1675676520 0,800000 -1,000000 -101,000000 0,000000 0,000000
182 1675676521 0,800000 -1,000000 -101,000000 0,000000 0,000000
163 1675676522 1,400000 -1,000000 -101,000000 0,000000 0,000000
163 1675676523 1,400000 -1,000000 -101,000000 0,000000 0,000000
163 1675676524 2,200000 -1,000000 -101,000000 0,000000 0,000000
163 1675676525 2,200000 -1,000000 -101,000000 0,000000 0,000000
163 1675676526 2,200000 -1,000000 -101,000000 0,000000 0,000000
182 1675676522 0,800000 -1,000000 -101,000000 0,000000 0,000000
182 1675676523 0,800000 -1,000000 -101,000000 0,000000 0,000000
182 1675676524 1,400000 -1,000000 -101,000000 0,000000 0,000000
182 1675676525 1,400000 -1,000000 -101,000000 0,000000 0,000000
182 1675676526 1,400000 -1,000000 -101,000000 0,000000 0,000000
163 1675676527 2,200000 -1,000000 -101,000000 0,000000 0,000000
163 1675676528 2,200000 -1,000000 -101,000000 0,000000 0,000000
163 1675676529 1,200000 -1,000000 -101,000000 0,000000 0,000000
163 1675676530 1,200000 -1,000000 -101,000000 0,000000 0,000000
163 1675676531 1,200000 -1,000000 -101,000000 0,000000 0,000000
182 1675676527 1,400000 -1,000000 -101,000000 0,000000 0,000000
182 1675676528 1,400000 -1,000000 -101,000000 0,000000 0,000000
182 1675676529 0,600000 -1,000000 -101,000000 0,000000 0,000000
182 1675676530 0,600000 -1,000000 -101,000000 0,000000 0,000000
182 1675676531 0,600000 -1,000000 -101,000000 0,000000 0,000000
163 1675676532 1,200000 -1,000000 -101,000000 0,000000 0,000000
163 1675676533 1,200000 -1,000000 -101,000000 0,000000 0,000000
