1124 1675591291 0,600000 -1,000000 -101,000000 0,000000 0,000000
1124 1675591292 0,600000 -1,000000 -101,000000 0,000000 0,000000
1124 1675591293 0,600000 -1,000000 -101,000000 0,000000 0,000000
1124 1675591294 0,600000 -1,000000 -101,000000 0,000000 0,000000
1124 1675591295 0,600000 -1,000000 -101,000000 0,000000 0,000000
1124 1675591301 1,200000 -1,000000 -101,000000 0,000000 0,000000
1124 1675591302 1,200000 -1,000000 -101,000000 0,000000 0,000000
1124 1675591303 1,200000 -1,000000 -101,000000 0,000000 0,000000
1124 1675591304 1,200000 -1,000000 -101,000000 0,000000 0,000000
1141 1675591301 0,600000 -1,000000 -101,000000 0,000000 0,000000
1141 1675591302 0,600000 -1,000000 -101,000000 0,000000 0,000000
1141 1675591303 0,600000 -1,000000 -101,000000 0,000000 0,000000
1141 1675591304 0,600000 -1,000000 -101,000000 0,000000 0,000000
1124 1675591305 1,200000 -1,000000 -101,000000 0,000000 0,000000
1124 1675591306 1,800000 -1,000000 -101,000000 0,000000 0,000000
1124 1675591307 1,800000 -1,000000 -101,000000 0,000000 0,000000
1124 1675591308 1,800000 -1,000000 -101,000000 0,000000 0,000000
1124 1675591309 1,800000 -1,000000 -101,000000 0,000000 0,000000
1141 1675591305 0,600000 -1,000000 -101,000000 0,000000 0,000000
1141 1675591306 1,200000 -1,000000 -101,000000 0,000000 0,000000
1141 1675591307 1,200000 -1,000000 -101,000000 0,000000 0,000000
1141 1675591308 1,200000 -1,000000 -101,000000 0,000000 0,000000
1141 1675591309 1,200000 -1,000000 -101,000000 0,000000 0,000000
1124 1675591310 1,800000 -1,000000 -101,000000 0,000000 0,000000
1124 1675591311 1,000000 -1,000000 -101,000000 0,000000 0,000000
1124 1675591312 1,000000 -1,000000 -101,000000 0,000000 0,000000
1124 1675591313 1,000000 -1,000000 -101,000000 0,000000 0,000000
1124 1675591314 1,000000 -1,000000 -101,000000 0,000000 0,000000
1141 1675591310 1,200000 -1,000000 -101,000000 0,000000 0,000000
