1117 1675591286 1,000000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591287 1,000000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591288 1,000000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591289 1,000000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591290 1,000000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591291 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591292 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591293 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591294 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591295 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591296 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591297 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591298 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591299 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591286 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591287 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591288 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591289 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591290 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591300 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591301 0,400000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591302 0,400000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591303 0,400000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591304 0,400000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591305 0,400000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591306 0,400000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591307 0,400000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591308 0,400000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591309 0,400000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591310 0,400000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591311 0,400000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591312 0,400000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591313 0,400000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591314 0,400000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591286 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591287 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591288 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591289 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591290 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591315 0,400000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591316 0,800000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591317 0,800000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591318 0,800000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591319 0,800000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591320 0,800000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591321 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591322 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591323 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591324 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591325 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591326 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591327 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591328 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591329 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591286 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591287 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591288 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591289 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591290 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591330 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591331 0,800000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591332 0,800000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591333 0,800000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591334 0,800000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591335 0,800000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591336 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591337 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591338 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591339 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591340 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591341 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591342 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591343 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591344 0,200000 -1,000000 -101,000000 0,000000 0,000000
1117 1675591286 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591287 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591288 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591289 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591290 0,200000 -1,000000 0,200000 0,200000 0,008000
1117 1675591345 0,200000 -1,000000 -101,000000 0,000000 0,000000
